PROVINCIA,LOCALIDAD,CENTRO,RÉGIMEN,GRADO,FAMILIA,CICLO,TURNO,
ALACANT,ALBATERA,IES ANTONIO SERNA SERNA,Público,BÁSICO,ADMINISTRACIÓN Y GESTIÓN,SERVICIOS ADMINISTRATIVOS (LFP),Diurno,1
ALACANT,ALBATERA,IES ANTONIO SERNA SERNA,Público,MEDIO,ADMINISTRACIÓN Y GESTIÓN,GESTIÓN ADMINISTRATIVA (LFP),Diurno,1
ALACANT,ALBATERA,IES ANTONIO SERNA SERNA,Público,MEDIO,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,ATENCIÓN A PERSONAS EN SITUACIÓN DE DEPENDENCIA (LFP),Diurno,1
ALACANT,ALBATERA,IES ANTONIO SERNA SERNA,Público,SUPERIOR,ADMINISTRACIÓN Y GESTIÓN,ADMINISTRACIÓN Y FINANZAS (LFP),Diurno,1
ALACANT,ALBATERA,IES ANTONIO SERNA SERNA,Público,SUPERIOR,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,INTEGRACIÓN SOCIAL (LFP),Diurno,1
ALACANT,ALCOI,CIPFP BATOI,Público,BÁSICO,IMAGEN PERSONAL,PELUQUERÍA Y ESTÉTICA (LFP),Diurno,1
ALACANT,ALCOI,CIPFP BATOI,Público,MEDIO,ADMINISTRACIÓN Y GESTIÓN,GESTIÓN ADMINISTRATIVA (LFP),Diurno,1
ALACANT,ALCOI,CIPFP BATOI,Público,MEDIO,HOSTELERÍA Y TURISMO,COCINA Y GASTRONOMÍA (LFP),Diurno,1
ALACANT,ALCOI,CIPFP BATOI,Público,MEDIO,HOSTELERÍA Y TURISMO,SERVICIOS EN RESTAURACIÓN (LFP),Diurno,1
ALACANT,ALCOI,CIPFP BATOI,Público,MEDIO,IMAGEN PERSONAL,ESTÉTICA Y BELLEZA (LFP),Diurno,1
ALACANT,ALCOI,CIPFP BATOI,Público,MEDIO,IMAGEN PERSONAL,PELUQUERÍA Y COSMÉTICA CAPILAR (LFP),Diurno,1
ALACANT,ALCOI,CIPFP BATOI,Público,MEDIO,INFORMÁTICA Y COMUNICACIONES,SISTEMAS MICROINFORMÁTICOS Y REDES (LFP),Diurno,3
ALACANT,ALCOI,CIPFP BATOI,Público,MEDIO,SANIDAD,CUIDADOS AUXILIARES DE ENFERMERÍA,Diurno,1
ALACANT,ALCOI,CIPFP BATOI,Público,MEDIO,SANIDAD,CUIDADOS AUXILIARES DE ENFERMERÍA,Semipresencial,2
ALACANT,ALCOI,CIPFP BATOI,Público,MEDIO,SANIDAD,EMERGENCIAS SANITARIAS (LFP),Diurno,1
ALACANT,ALCOI,CIPFP BATOI,Público,MEDIO,SANIDAD,FARMACIA Y PARAFARMACIA (LFP),Diurno,1
ALACANT,ALCOI,CIPFP BATOI,Público,MEDIO,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,ATENCIÓN A PERSONAS EN SITUACIÓN DE DEPENDENCIA (LFP),Diurno,2
ALACANT,ALCOI,CIPFP BATOI,Público,SUPERIOR,ADMINISTRACIÓN Y GESTIÓN,ADMINISTRACIÓN Y FINANZAS (LFP),Diurno,1
ALACANT,ALCOI,CIPFP BATOI,Público,SUPERIOR,ADMINISTRACIÓN Y GESTIÓN,ASISTENCIA A LA DIRECCIÓN (LFP),Diurno,1
ALACANT,ALCOI,CIPFP BATOI,Público,SUPERIOR,HOSTELERÍA Y TURISMO,DIRECCIÓN DE COCINA (LFP),Diurno,1
ALACANT,ALCOI,CIPFP BATOI,Público,SUPERIOR,IMAGEN PERSONAL,ESTÉTICA INTEGRAL Y BIENESTAR (LFP),Diurno,1
ALACANT,ALCOI,CIPFP BATOI,Público,SUPERIOR,IMAGEN PERSONAL,ESTILISMO Y DIRECCIÓN DE PELUQUERÍA (LFP),Diurno,1
ALACANT,ALCOI,CIPFP BATOI,Público,SUPERIOR,INFORMÁTICA Y COMUNICACIONES,ADMINISTRACIÓN DE SISTEMAS INFORMÁTICOS EN RED (LFP),Diurno,1
ALACANT,ALCOI,CIPFP BATOI,Público,SUPERIOR,INFORMÁTICA Y COMUNICACIONES,DESARROLLO DE APLICACIONES MULTIPLATAFORMA (LFP),Diurno,1
ALACANT,ALCOI,CIPFP BATOI,Público,SUPERIOR,INFORMÁTICA Y COMUNICACIONES,DESARROLLO DE APLICACIONES WEB (LFP),Diurno,2
ALACANT,ALCOI,CIPFP BATOI,Público,SUPERIOR,SANIDAD,IMAGEN PARA EL DIAGNÓSTICO Y MEDICINA NUCLEAR (LFP),Diurno,1
ALACANT,ALCOI,CIPFP BATOI,Público,SUPERIOR,SANIDAD,IMAGEN PARA EL DIAGNÓSTICO Y MEDICINA NUCLEAR (LFP),Semipresencial,1
ALACANT,ALCOI,CIPFP BATOI,Público,SUPERIOR,SANIDAD,LABORATORIO CLÍNICO Y BIOMÉDICO (LFP),Diurno,1
ALACANT,ALCOI,CIPFP BATOI,Público,SUPERIOR,SEGURIDAD Y MEDIO AMBIENTE,QUÍMICA Y SALUD AMBIENTAL (LFP),Diurno,1
ALACANT,ALCOI,CIPFP BATOI,Público,SUPERIOR,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,ANIMACIÓN SOCIOCULTURAL Y TURÍSTICA (LFP),Diurno,1
ALACANT,ALCOI,CIPFP BATOI,Público,SUPERIOR,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,EDUCACIÓN INFANTIL (LFP),Diurno,1
ALACANT,ALCOI,CIPFP BATOI,Público,SUPERIOR,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,INTEGRACIÓN SOCIAL (LFP),Diurno,1
ALACANT,ALCOI,CIPFP BATOI,Público,SUPERIOR,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,INTEGRACIÓN SOCIAL (LFP),Semipresencial,1
ALACANT,ALCOI,IES ANDREU SEMPERE,Público,BÁSICO,ARTES GRÁFICAS,ARTES GRÁFICAS (LFP),Diurno,1
ALACANT,ALCOI,IES COTES BAIXES,Público,BÁSICO,"MADERA, MUEBLE Y CORCHO",CARPINTERÍA Y MUEBLE (LFP),Diurno,1
ALACANT,ALCOI,IES COTES BAIXES,Público,BÁSICO,"TEXTIL, CONFECCIÓN Y PIEL",ARREGLO Y REPARACIÓN DE ARTÍCULOS TEXTILES Y DE PIEL (LFP),Diurno,1
ALACANT,ALCOI,IES COTES BAIXES,Público,MEDIO,COMERCIO Y MARKETING,ACTIVIDADES COMERCIALES (LFP),Diurno,1
ALACANT,ALCOI,IES COTES BAIXES,Público,MEDIO,ELECTRICIDAD Y ELECTRÓNICA,INSTALACIONES ELÉCTRICAS Y AUTOMÁTICAS (LFP),Diurno,1
ALACANT,ALCOI,IES COTES BAIXES,Público,MEDIO,ELECTRICIDAD Y ELECTRÓNICA,INSTALACIONES ELÉCTRICAS Y AUTOMÁTICAS (LFP),Semipresencial,1
ALACANT,ALCOI,IES COTES BAIXES,Público,MEDIO,FABRICACIÓN MECÁNICA,MECANIZADO (LFP),Diurno,1
ALACANT,ALCOI,IES COTES BAIXES,Público,MEDIO,"MADERA, MUEBLE Y CORCHO",CARPINTERÍA Y MUEBLE (LFP),Diurno,1
ALACANT,ALCOI,IES COTES BAIXES,Público,MEDIO,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,CONDUCCIÓN DE VEHÍCULOS DE TRANSPORTE POR CARRETERA (LFP),Diurno,1
ALACANT,ALCOI,IES COTES BAIXES,Público,MEDIO,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,ELECTROMECÁNICA DE VEHÍCULOS AUTOMÓVILES (LFP),Diurno,1
ALACANT,ALCOI,IES COTES BAIXES,Público,SUPERIOR,COMERCIO Y MARKETING,COMERCIO INTERNACIONAL (LFP),Diurno,1
ALACANT,ALCOI,IES COTES BAIXES,Público,SUPERIOR,COMERCIO Y MARKETING,MARKETING Y PUBLICIDAD (LFP),Diurno,1
ALACANT,ALCOI,IES COTES BAIXES,Público,SUPERIOR,ELECTRICIDAD Y ELECTRÓNICA,AUTOMATIZACIÓN Y ROBÓTICA INDUSTRIAL (LFP),Diurno,1
ALACANT,ALCOI,IES COTES BAIXES,Público,SUPERIOR,ENERGÍA Y AGUA,ENERGÍAS RENOVABLES (LFP),Semipresencial,1
ALACANT,ALCOI,IES COTES BAIXES,Público,SUPERIOR,FABRICACIÓN MECÁNICA,PROGRAMACIÓN DE LA PRODUCCIÓN EN FABRICACIÓN MECÁNICA (LFP),Diurno,1
ALACANT,ALCOI,IES COTES BAIXES,Público,SUPERIOR,"MADERA, MUEBLE Y CORCHO",DISEÑO Y AMUEBLAMIENTO (LFP),Diurno,1
ALACANT,ALCOI,IES COTES BAIXES,Público,SUPERIOR,"TEXTIL, CONFECCIÓN Y PIEL",DISEÑO TÉCNICO EN TEXTIL Y PIEL (LFP),Semipresencial,1
ALACANT,ALCOI,IES COTES BAIXES,Público,SUPERIOR,TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS,AUTOMOCIÓN (LFP),Diurno,1
ALACANT,ALCOI,IES PARE VITÒRIA,Público,BÁSICO,AGRARIA,AGRO-JARDINERIA Y COMPOSICIONES FLORALES (LFP),Diurno,1
ALACANT,ALCOI,IES PARE VITÒRIA,Público,MEDIO,AGRARIA,JARDINERÍA Y FLORISTERÍA (LFP),Diurno,1
ALACANT,ALCOI,IES PARE VITÒRIA,Público,MEDIO,QUÍMICA,OPERACIONES DE LABORATORIO (LFP),Diurno,1
ALACANT,ALCOI,IES PARE VITÒRIA,Público,SUPERIOR,QUÍMICA,"FABRICACIÓN DE PRODUCTOS FARMACEÚTICOS, BIOTECNOLÓGICOS Y AFINES (LFP)",Diurno,1
ALACANT,ALCOI,IES PARE VITÒRIA,Público,SUPERIOR,QUÍMICA,LABORATORIO DE ANÁLISIS Y DE CONTROL DE CALIDAD (LFP),Diurno,1
ALACANT,ALCOI,IES PARE VITÒRIA,Público,SUPERIOR,SEGURIDAD Y MEDIO AMBIENTE,EDUCACIÓN Y CONTROL AMBIENTAL (LFP),Diurno,1
ALACANT,ALFÀS DEL PI (L'),IES L'ARABÍ,Público,BÁSICO,AGRARIA,AGRO-JARDINERIA Y COMPOSICIONES FLORALES (LFP),Diurno,1
ALACANT,ALFÀS DEL PI (L'),IES L'ARABÍ,Público,MEDIO,INFORMÁTICA Y COMUNICACIONES,SISTEMAS MICROINFORMÁTICOS Y REDES (LFP),Diurno,1
ALACANT,ALFÀS DEL PI (L'),IES L'ARABÍ,Público,MEDIO,SANIDAD,CUIDADOS AUXILIARES DE ENFERMERÍA,Diurno,1
ALACANT,ALFÀS DEL PI (L'),IES L'ARABÍ,Público,MEDIO,SANIDAD,CUIDADOS AUXILIARES DE ENFERMERÍA,Semipresencial,1
ALACANT,ALFÀS DEL PI (L'),IES L'ARABÍ,Público,MEDIO,SANIDAD,EMERGENCIAS SANITARIAS (LFP),Diurno,1
ALACANT,ALFÀS DEL PI (L'),IES L'ARABÍ,Público,MEDIO,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,ATENCIÓN A PERSONAS EN SITUACIÓN DE DEPENDENCIA (LFP),Diurno,2
ALACANT,ALFÀS DEL PI (L'),IES L'ARABÍ,Público,SUPERIOR,SANIDAD,DIETÉTICA,Diurno,1
ALACANT,ALFÀS DEL PI (L'),IES L'ARABÍ,Público,SUPERIOR,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,EDUCACIÓN INFANTIL (LFP),Diurno,1
ALACANT,ALFÀS DEL PI (L'),IES L'ARABÍ,Público,SUPERIOR,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,INTEGRACIÓN SOCIAL (LFP),Diurno,1
ALACANT,ALMORADÍ,IES ANTONIO SEQUEROS,Público,BÁSICO,AGRARIA,AGRO-JARDINERIA Y COMPOSICIONES FLORALES (LFP),Diurno,1
ALACANT,ALMORADÍ,IES ANTONIO SEQUEROS,Público,MEDIO,INFORMÁTICA Y COMUNICACIONES,SISTEMAS MICROINFORMÁTICOS Y REDES (LFP),Diurno,2
ALACANT,ALMORADÍ,IES ANTONIO SEQUEROS,Público,SUPERIOR,INFORMÁTICA Y COMUNICACIONES,ADMINISTRACIÓN DE SISTEMAS INFORMÁTICOS EN RED (LFP),Diurno,1
ALACANT,ALMORADÍ,IES ANTONIO SEQUEROS,Público,SUPERIOR,INFORMÁTICA Y COMUNICACIONES,DESARROLLO DE APLICACIONES MULTIPLATAFORMA (LFP),Diurno,1
ALACANT,ALMORADÍ,IES AZUD DE ALFEITAMI,Público,BÁSICO,ADMINISTRACIÓN Y GESTIÓN,SERVICIOS ADMINISTRATIVOS (LFP),Diurno,1
ALACANT,ALMORADÍ,IES AZUD DE ALFEITAMI,Público,BÁSICO,ELECTRICIDAD Y ELECTRÓNICA,ELECTRICIDAD Y ELECTRÓNICA (LFP),Diurno,1
ALACANT,ALMORADÍ,IES AZUD DE ALFEITAMI,Público,MEDIO,ADMINISTRACIÓN Y GESTIÓN,GESTIÓN ADMINISTRATIVA (LFP),Diurno,1
ALACANT,ALMORADÍ,IES AZUD DE ALFEITAMI,Público,MEDIO,ELECTRICIDAD Y ELECTRÓNICA,INSTALACIONES ELÉCTRICAS Y AUTOMÁTICAS (LFP),Diurno,1
ALACANT,ALMORADÍ,IES AZUD DE ALFEITAMI,Público,SUPERIOR,ADMINISTRACIÓN Y GESTIÓN,ADMINISTRACIÓN Y FINANZAS (LFP),Diurno,1
ALACANT,ALMORADÍ,IES AZUD DE ALFEITAMI,Público,SUPERIOR,COMERCIO Y MARKETING,TRANSPORTE Y LOGÍSTICA (LFP),Diurno,1
ALACANT,ALMORADÍ,IES AZUD DE ALFEITAMI,Público,SUPERIOR,ELECTRICIDAD Y ELECTRÓNICA,AUTOMATIZACIÓN Y ROBÓTICA INDUSTRIAL (LFP),Diurno,1
ALACANT,ALMORADÍ,IES AZUD DE ALFEITAMI,Público,SUPERIOR,SEGURIDAD Y MEDIO AMBIENTE,COORDINACIÓN DE EMERGENCIAS Y PROTECCIÓN CIVIL (LFP),Diurno,1
ALACANT,ALTEA,IES BELLAGUARDA,Público,BÁSICO,AGRARIA,AGRO-JARDINERIA Y COMPOSICIONES FLORALES (LFP),Diurno,1
ALACANT,ALTEA,IES BELLAGUARDA,Público,MEDIO,ADMINISTRACIÓN Y GESTIÓN,GESTIÓN ADMINISTRATIVA (LFP),Diurno,1
ALACANT,ALTEA,IES BELLAGUARDA,Público,MEDIO,AGRARIA,PRODUCCIÓN AGROECOLÓGICA (LFP),Diurno,1
ALACANT,ALTEA,IES BELLAGUARDA,Público,SUPERIOR,ADMINISTRACIÓN Y GESTIÓN,ADMINISTRACIÓN Y FINANZAS (LFP),Diurno,1
ALACANT,ALTEA,IES BELLAGUARDA,Público,SUPERIOR,EDIFICACIÓN Y OBRA CIVIL,PROYECTOS DE EDIFICACIÓN (LFP),Diurno,1
ALACANT,ALTEA,IES BELLAGUARDA,Público,SUPERIOR,HOSTELERÍA Y TURISMO,GESTIÓN DE ALOJAMIENTOS TURÍSTICOS (LFP),Diurno,1
ALACANT,ASPE,IES LA NÍA,Público,BÁSICO,ADMINISTRACIÓN Y GESTIÓN,SERVICIOS ADMINISTRATIVOS (LFP),Diurno,1
ALACANT,ASPE,IES LA NÍA,Público,MEDIO,ADMINISTRACIÓN Y GESTIÓN,GESTIÓN ADMINISTRATIVA (LFP),Diurno,1
ALACANT,ASPE,IES LA NÍA,Público,MEDIO,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,ATENCIÓN A PERSONAS EN SITUACIÓN DE DEPENDENCIA (LFP),Diurno,1
ALACANT,ASPE,IES LA NÍA,Público,SUPERIOR,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,EDUCACIÓN INFANTIL (LFP),Diurno,1
ALACANT,ASPE,IES LA NÍA,Público,SUPERIOR,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,INTEGRACIÓN SOCIAL (LFP),Diurno,1
ALACANT,ASPE,IES VILLA DE ASPE,Público,BÁSICO,IMAGEN PERSONAL,PELUQUERÍA Y ESTÉTICA (LFP),Diurno,1
ALACANT,ASPE,IES VILLA DE ASPE,Público,BÁSICO,INFORMÁTICA Y COMUNICACIONES,INFORMÁTICA DE OFICINA (LFP),Diurno,1
ALACANT,ASPE,IES VILLA DE ASPE,Público,MEDIO,INFORMÁTICA Y COMUNICACIONES,SISTEMAS MICROINFORMÁTICOS Y REDES (LFP),Diurno,1
ALACANT,ASPE,IES VILLA DE ASPE,Público,SUPERIOR,INFORMÁTICA Y COMUNICACIONES,DESARROLLO DE APLICACIONES WEB (LFP),Diurno,1
ALACANT,BANYERES DE MARIOLA,IES PROFESSOR MANUEL BROSETA,Público,MEDIO,ELECTRICIDAD Y ELECTRÓNICA,INSTALACIONES ELÉCTRICAS Y AUTOMÁTICAS (LFP),Diurno,1
ALACANT,BENEJÚZAR,IES BENEJÚZAR,Público,BÁSICO,INDUSTRIAS ALIMENTARIAS,INDUSTRIAS ALIMENTARIAS (LFP),Diurno,1
ALACANT,BENEJÚZAR,IES BENEJÚZAR,Público,MEDIO,INDUSTRIAS ALIMENTARIAS,ELABORACIÓN DE PRODUCTOS ALIMENTICIOS (LFP),Diurno,1
ALACANT,BENIDORM,IES BEATRIU FAJARDO DE MENDOZA,Público,BÁSICO,COMERCIO Y MARKETING,SERVICIOS COMERCIALES (LFP),Diurno,1
ALACANT,BENIDORM,IES BEATRIU FAJARDO DE MENDOZA,Público,BÁSICO,FABRICACIÓN MECÁNICA,FABRICACIÓN Y MONTAJE (LFP),Diurno,1
ALACANT,BENIDORM,IES BEATRIU FAJARDO DE MENDOZA,Público,BÁSICO,INFORMÁTICA Y COMUNICACIONES,INFORMÁTICA Y COMUNICACIONES (LFP),Diurno,1
ALACANT,BENIDORM,IES BEATRIU FAJARDO DE MENDOZA,Público,MEDIO,ENERGÍA Y AGUA,REDES Y ESTACIONES DE TRATAMIENTO DE AGUAS (LFP),Diurno,1
ALACANT,BENIDORM,IES BEATRIU FAJARDO DE MENDOZA,Público,MEDIO,IMAGEN Y SONIDO,VIDEO DISK-JOCKEY Y SONIDO (LFP),Diurno,1
ALACANT,BENIDORM,IES BEATRIU FAJARDO DE MENDOZA,Público,MEDIO,INSTALACIÓN Y MANTENIMIENTO,INSTALACIONES DE PRODUCCIÓN DE CALOR (LFP),Semipresencial,1
ALACANT,BENIDORM,IES BEATRIU FAJARDO DE MENDOZA,Público,MEDIO,INSTALACIÓN Y MANTENIMIENTO,INSTALACIONES FRIGORÍFICAS Y DE CLIMATIZACIÓN (LFP),Diurno,1
ALACANT,BENIDORM,IES BEATRIU FAJARDO DE MENDOZA,Público,SUPERIOR,ENERGÍA Y AGUA,ENERGÍAS RENOVABLES (LFP),Diurno,1
ALACANT,BENIDORM,IES BEATRIU FAJARDO DE MENDOZA,Público,SUPERIOR,ENERGÍA Y AGUA,GESTIÓN DEL AGUA (LFP),Diurno,1
ALACANT,BENIDORM,IES BEATRIU FAJARDO DE MENDOZA,Público,SUPERIOR,HOSTELERÍA Y TURISMO,AGENCIAS DE VIAJES Y GESTIÓN DE EVENTOS (LFP),Diurno,1
ALACANT,BENIDORM,IES BEATRIU FAJARDO DE MENDOZA,Público,SUPERIOR,IMAGEN Y SONIDO,"ANIMACIONES 3D, JUEGOS Y ENTORNOS INTERACTIVOS (LFP)",Diurno,1
ALACANT,BENIDORM,IES BEATRIU FAJARDO DE MENDOZA,Público,SUPERIOR,INSTALACIÓN Y MANTENIMIENTO,MANTENIMIENTO DE INSTALACIONES TÉRMICAS Y DE FLUIDOS (LFP),Diurno,1
ALACANT,BENIDORM,IES BERNAT DE SARRIÀ,Público,BÁSICO,IMAGEN PERSONAL,PELUQUERÍA Y ESTÉTICA (LFP),Diurno,2
ALACANT,BENIDORM,IES BERNAT DE SARRIÀ,Público,MEDIO,IMAGEN PERSONAL,ESTÉTICA Y BELLEZA (LFP),Diurno,1
ALACANT,BENIDORM,IES BERNAT DE SARRIÀ,Público,MEDIO,IMAGEN PERSONAL,PELUQUERÍA Y COSMÉTICA CAPILAR (LFP),Diurno,1
ALACANT,BENIDORM,IES BERNAT DE SARRIÀ,Público,SUPERIOR,IMAGEN PERSONAL,ASESORÍA DE IMAGEN PERSONAL Y CORPORATIVA (LFP),Diurno,1
ALACANT,BENIDORM,IES BERNAT DE SARRIÀ,Público,SUPERIOR,IMAGEN PERSONAL,ESTÉTICA INTEGRAL Y BIENESTAR (LFP),Diurno,1
ALACANT,BENIDORM,IES BERNAT DE SARRIÀ,Público,SUPERIOR,IMAGEN PERSONAL,ESTILISMO Y DIRECCIÓN DE PELUQUERÍA (LFP),Diurno,1
ALACANT,BENIDORM,IES L'ALMADRAVA,Público,BÁSICO,AGRARIA,AGRO-JARDINERIA Y COMPOSICIONES FLORALES (LFP),Diurno,1
ALACANT,BENIDORM,IES L'ALMADRAVA,Público,MEDIO,SANIDAD,CUIDADOS AUXILIARES DE ENFERMERÍA,Diurno,2
ALACANT,BENIDORM,IES L'ALMADRAVA,Público,MEDIO,SANIDAD,CUIDADOS AUXILIARES DE ENFERMERÍA,Nocturno,1
ALACANT,BENIDORM,IES L'ALMADRAVA,Público,MEDIO,SANIDAD,FARMACIA Y PARAFARMACIA (LFP),Diurno,2
ALACANT,BENIDORM,IES L'ALMADRAVA,Público,MEDIO,SEGURIDAD Y MEDIO AMBIENTE,SANIDAD AMBIENTAL APLICADA (LFP),Diurno,1
ALACANT,BENIDORM,IES L'ALMADRAVA,Público,SUPERIOR,SANIDAD,DIETÉTICA,Diurno,1
ALACANT,BENIDORM,IES L'ALMADRAVA,Público,SUPERIOR,SANIDAD,IMAGEN PARA EL DIAGNÓSTICO Y MEDICINA NUCLEAR (LFP),Diurno,1
ALACANT,BENIDORM,IES L'ALMADRAVA,Público,SUPERIOR,SANIDAD,LABORATORIO CLÍNICO Y BIOMÉDICO (LFP),Diurno,1
ALACANT,BENIDORM,IES L'ALMADRAVA,Público,SUPERIOR,SEGURIDAD Y MEDIO AMBIENTE,QUÍMICA Y SALUD AMBIENTAL (LFP),Diurno,1
ALACANT,BENIDORM,IES MEDITERRÀNIA,Público,BÁSICO,HOSTELERÍA Y TURISMO,ALOJAMIENTO Y LAVANDERÍA (LFP),Diurno,1
ALACANT,BENIDORM,IES MEDITERRÀNIA,Público,BÁSICO,HOSTELERÍA Y TURISMO,COCINA Y RESTAURACIÓN (LFP),Diurno,1
ALACANT,BENIDORM,IES MEDITERRÀNIA,Público,MEDIO,HOSTELERÍA Y TURISMO,COCINA Y GASTRONOMÍA (LFP),Diurno,1
ALACANT,BENIDORM,IES MEDITERRÀNIA,Público,MEDIO,HOSTELERÍA Y TURISMO,SERVICIOS EN RESTAURACIÓN (LFP),Diurno,1
ALACANT,BENIDORM,IES MEDITERRÀNIA,Público,SUPERIOR,HOSTELERÍA Y TURISMO,DIRECCIÓN DE COCINA (LFP),Diurno,1
ALACANT,BENIDORM,IES MEDITERRÀNIA,Público,SUPERIOR,HOSTELERÍA Y TURISMO,GESTIÓN DE ALOJAMIENTOS TURÍSTICOS (LFP),Diurno,1
ALACANT,BENIDORM,IES MEDITERRÀNIA,Público,SUPERIOR,HOSTELERÍA Y TURISMO,"GUÍA, INFORMACIÓN Y ASISTENCIA TURÍSTICA (LFP)",Diurno,1
ALACANT,BENIDORM,IES PERE MARIA ORTS I BOSCH,Público,BÁSICO,COMERCIO Y MARKETING,SERVICIOS COMERCIALES (LFP),Diurno,1
ALACANT,BENIDORM,IES PERE MARIA ORTS I BOSCH,Público,MEDIO,ADMINISTRACIÓN Y GESTIÓN,GESTIÓN ADMINISTRATIVA (LFP),Diurno,1
ALACANT,BENIDORM,IES PERE MARIA ORTS I BOSCH,Público,MEDIO,COMERCIO Y MARKETING,ACTIVIDADES COMERCIALES (LFP),Diurno,1
ALACANT,BENIDORM,IES PERE MARIA ORTS I BOSCH,Público,MEDIO,INFORMÁTICA Y COMUNICACIONES,SISTEMAS MICROINFORMÁTICOS Y REDES (LFP),Diurno,2
ALACANT,BENIDORM,IES PERE MARIA ORTS I BOSCH,Público,SUPERIOR,ADMINISTRACIÓN Y GESTIÓN,ADMINISTRACIÓN Y FINANZAS (LFP),Diurno,1
ALACANT,BENIDORM,IES PERE MARIA ORTS I BOSCH,Público,SUPERIOR,COMERCIO Y MARKETING,MARKETING Y PUBLICIDAD (LFP),Diurno,1
ALACANT,BENIDORM,IES PERE MARIA ORTS I BOSCH,Público,SUPERIOR,INFORMÁTICA Y COMUNICACIONES,ADMINISTRACIÓN DE SISTEMAS INFORMÁTICOS EN RED (LFP),Diurno,1
ALACANT,BENIDORM,IES PERE MARIA ORTS I BOSCH,Público,SUPERIOR,INFORMÁTICA Y COMUNICACIONES,DESARROLLO DE APLICACIONES MULTIPLATAFORMA (LFP),Diurno,1
ALACANT,BENIDORM,IES PERE MARIA ORTS I BOSCH,Público,SUPERIOR,INFORMÁTICA Y COMUNICACIONES,DESARROLLO DE APLICACIONES WEB (LFP),Diurno,1
ALACANT,BENIDORM,IES PERE MARIA ORTS I BOSCH,Público,SUPERIOR,INFORMÁTICA Y COMUNICACIONES,DESARROLLO DE APLICACIONES WEB (LFP),Semipresencial,1
ALACANT,BENILLOBA,SECIÓ IES PARE ARQUÈS,Público,MEDIO,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,ATENCIÓN A PERSONAS EN SITUACIÓN DE DEPENDENCIA (LFP),Diurno,1
ALACANT,BENISSA,IES JOSEP IBORRA,Público,BÁSICO,COMERCIO Y MARKETING,SERVICIOS COMERCIALES (LFP),Diurno,1
ALACANT,BENISSA,IES JOSEP IBORRA,Público,MEDIO,COMERCIO Y MARKETING,ACTIVIDADES COMERCIALES (LFP),Diurno,1
ALACANT,BENISSA,IES JOSEP IBORRA,Público,MEDIO,SANIDAD,CUIDADOS AUXILIARES DE ENFERMERÍA,Diurno,1
ALACANT,BENISSA,IES JOSEP IBORRA,Público,MEDIO,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,ATENCIÓN A PERSONAS EN SITUACIÓN DE DEPENDENCIA (LFP),Diurno,2
ALACANT,BENISSA,IES JOSEP IBORRA,Público,SUPERIOR,COMERCIO Y MARKETING,COMERCIO INTERNACIONAL (LFP),Diurno,1
ALACANT,BENISSA,IES JOSEP IBORRA,Público,SUPERIOR,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,EDUCACIÓN INFANTIL (LFP),Diurno,1
ALACANT,BENISSA,IES JOSEP IBORRA,Público,SUPERIOR,SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD,INTEGRACIÓN SOCIAL (LFP),Diurno,1
ALACANT,BIAR,IES DE BIAR,Público,BÁSICO,AGRARIA,APROVECHAMIENTOS FORESTALES (LFP),Diurno,1
ALACANT,BIGASTRO,IES PACO RUIZ,Público,BÁSICO,AGRARIA,AGRO-JARDINERIA Y COMPOSICIONES FLORALES (LFP),Diurno,1
ALACANT,BIGASTRO,IES PACO RUIZ,Público,MEDIO,IMAGEN Y SONIDO,VIDEO DISK-JOCKEY Y SONIDO (LFP),Diurno,1
ALACANT,BIGASTRO,IES PACO RUIZ,Público,SUPERIOR,IMAGEN Y SONIDO,"ANIMACIONES 3D, JUEGOS Y ENTORNOS INTERACTIVOS (LFP)",Diurno,1
ALACANT,CALLOSA DE SEGURA,IES SANTIAGO GRISOLIA,Público,BÁSICO,ADMINISTRACIÓN Y GESTIÓN,SERVICIOS ADMINISTRATIVOS (LFP),Diurno,1
ALACANT,CALLOSA DE SEGURA,IES SANTIAGO GRISOLIA,Público,MEDIO,ADMINISTRACIÓN Y GESTIÓN,GESTIÓN ADMINISTRATIVA (LFP),Diurno,1
